4.4.16;C2592;TUBO DE PVC CORRUGADO PERFURADO D= 20cm;;;M;;58,73
4.5;DRENAGEM SUB-SUPERFICIAL;;;;;;566,03
4.5.1;C4661;BARBACÃ C/ TUBO PVC ESGOTO 50 mm, INCLUSIVE GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 8 kN/m (BIDIM RT-08 OU SIMILAR) E BRITA;;;UN;;5,16
;;;;;;;
4.5.2;C4662;BARBACÃ C/ TUBO PVC ESGOTO 75 mm, INCLUSIVE GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 8 kN/m (BIDIM RT-08 OU SIMILAR) E BRITA;;;UN;;6,71
;;;;;;;
4.5.3;C4663;BARBACÃ C/ TUBO PVC ESGOTO 100 mm, INCLUSIVE GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 8 kN/m (BIDIM RT-08 OU SIMILAR) E BRITA;;;UN;;7,49
;;;;;;;
4.5.4;C3141;COLCHÃO DRENANTE DE AREIA ( S/TRANSP);;;M3;;13,27
4.5.5;C3142;COLCHÃO DRENANTE DE BRITA ( S/TRANSP);;;M3;;95,46
4.5.6;C3076;DRENO SUB-SUPERFICIAL C/ENCHIMENTO DE BRITA;;;M;;22,39
4.5.7;C4660;DRENO SUB-SUPERFICIAL C/ GEOTÊXTIL NÃO TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 9 kN/m (BIDIM RT-09 OU SIMILAR) INCLUSIVE ENCHIMENTO DE BRITA;;;M;;34,02
;;;;;;;
4.5.8;C3086;EXTREMIDADE PARA DRENO SUB-SUPERFICIAL;;;UN;;201,18
4.5.9;C4659;GEOTEXTIL NÃO TECIDO 100% POLIÉSTER COM RESISTÊNCIA AO PUNCIONAMENTO CBR MÍNIMA DE 2 kN;;;M2;;6,22
;;;;;;;
4.5.10;C4650;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA AO PUNCIONAMENTO CBR MÍNIMA DE 5,5 kN (BIDIM RT-31 OU SIMILAR) PARA ÁREAS SUBMERSAS;;;M2;;30,83
;;;;;;;
4.5.11;C4651;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 7 kN/m (BIDIM RT-07 OU SIMILAR);;;M2;;6,23
;;;;;;;
4.5.12;C4652;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 8 kN/m (BIDIM RT-08 OU SIMILAR);;;M2;;6,78
;;;;;;;
4.5.13;C4653;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 9 kN/m (BIDIM RT-09 OU SIMILAR);;;M2;;7,53
;;;;;;;
4.5.14;C4586;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 10 kN/m (BIDIM RT-10 OU SIMILAR);;;M2;;8,18
;;;;;;;
4.5.15;C4654;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 14 kN/m (BIDIM RT-14 OU SIMILAR);;;M2;;11,71
;;;;;;;
4.5.16;C4655;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 16 kN/m (BIDIM RT-16 OU SIMILAR);;;M2;;13,25
;;;;;;;
4.5.17;C4656;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 21 kN/m (BIDIM RT-21 OU SIMILAR);;;M2;;16,38
;;;;;;;
4.5.18;C4657;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 26 kN/m (BIDIM RT-26 OU SIMILAR);;;M2;;21,52
;;;;;;;
4.5.19;C4658;GEOTÊXTIL NÃO-TECIDO 100% POLIÉSTER COM RESISTÊNCIA A TRAÇÃO LONGITUDINAL MÍNIMA DE 31 kN/m (BIDIM RT-31 OU SIMILAR);;;M2;;24,58
;;;;;;;
4.5.20;C4752;MANTA GEOTEXTIL, TECIDA 100% POLIPROPILENO, RESISTÊNCIA A TRAÇÃO DE 55KN/M E DEFORMAÇÃO INFERIOR A 15% (FORNECIMENTO E ASSENTAMENTO);;;M2;;9,90
;;;;;;;
4.5.21;C4753;PEÇA EM MADEIRA MUIRACATIARA (2,50X5,00CM) PARA FIXAÇÃO DA MANTA GEOTEXTIL;;;M;;17,24
;;;;;;;
4.6;DRENAGEM SUPERFICIAL;;;;;;27.869,94
4.6.1;C0365;BANQUETA/ MEIO FIO DE CONCRETO MOLDADO NO LOCAL ;;;M;;25,21
4.6.2;C0367;BANQUETA/ MEIO FIO DE CONCRETO PRÉ-MOLDADO (1,00x0,25x0,15m);;;M;;43,46
4.6.3;C0366;BANQUETA/ MEIO FIO DE CONCRETO P/ VIAS URBANAS (1,00x0,35x0,15m);;;M;;55,42
4.6.4;C0368;BANQUETA/ MEIO FIO DE TIJOLO MACIÇO;;;M;;35,83
4.6.5;C3065;DESCIDA D'ÁGUA DE CONCRETO ARMADO PADRÃO DERT;;;M;;175,17
4.6.6;C3066;DESCIDA D'ÁGUA DE CONCRETO ARMADO TIPO U;;;M;;175,11
4.6.7;C3067;DESCIDA D'AGUA EM CALHA PRÉ-MOLDADA DE CONCRETO D= 0,40m;;;M;;56,98
4.6.8;C2727;DRENAGEM COM CALHA PRÉ-MOLDADA DE CONCRETO D= 0,30m;;;M;;54,19
4.6.9;C4583;MEIO FIO CONJUGADO C/ SARJETA, EXTRUSADO COM CONCRETO FCK 20 MPa;;;M;;63,48
4.6.10;C3097;MEIO FIO DE PEDRA GRANÍTICA;;;M;;20,14
4.6.11;C3449;MEIO FIO PRÉ MOLDADO (0,07x0,30x1,00)m C/REJUNTAMENTO;;;M;;23,30
4.6.12;C2018;POÇO DE VISITA DE ALVENARIA P/ GALERIA DE ÁGUAS PLUVIAIS DIAM. = 1m  E PROFUNDIDADE= 2m;;;UN;;5.842,53
;;;;;;;
4.6.13;C2019;POÇO DE VISITA DE ALVENARIA P/ GALERIA DE ÁGUAS PLUVIAIS DIAM. = 1m  E PROFUNDIDADE= 4m;;;UN;;8.483,49
;;;;;;;
4.6.14;C2020;POÇO DE VISITA DE ALVENARIA P/ GALERIA DE ÁGUAS PLUVIAIS DIAM.= 1m  E PROFUNDIDADE= 6m;;;UN;;11.249,68
;;;;;;;
4.6.15;C3110;SAIDA D'AGUA C/ DISSIPADOR DE ENERGIA;;;UN;;236,56
4.6.16;C3322;SARJETA CONJUGADA COM BANQUETA EM CONCRETO SIMPLES;;;M;;81,11
4.6.17;C3111;"SARJETA DE CONCRETO SIMPLES ""U"" C/H=0,35m/E=0,08m";;;M;;148,46
4.6.18;C3112;SARJETA DE CONCRETO SIMPLES C/L=1,00m/E=0,08m;;;M;;52,61
4.6.19;C3113;SARJETA DE CONCRETO SIMPLES C/L=1,20m/E=0,08m;;;M;;64,50
4.6.20;C2310;TAMPÃO DE FERRO FUNDIDO P/ POÇO DE VISITA  DE DIAM-=1 M;;;UN;;934,13
4.6.21;C4874;TAMPONAMENTO PROVISÓRIO EM CAIXA DE VISITA;;;UN;;48,58
5;ARGAMASSAS;;;;;;31.423,84
5.1;PREPARAÇÃO DE MATERIAIS;;;;;;792,54
5.1.1;C0115;AREIA SECA MEIO PENEIRADA;;;M3;;293,43
5.1.2;C0116;AREIA SECA PENEIRADA;;;M3;;499,11
5.2;ARGAMASSA DE CIMENTO;;;;;;25.652,30
5.2.1;C0117;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:2:4;;;M3;;441,30
5.2.2;C0129;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:2:6;;;M3;;404,66
5.2.3;C0133;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO1:2.5:3.5;;;M3;;441,48
5.2.4;C0130;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:3:3;;;M3;;441,64
5.2.5;C0131;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:3:5;;;M3;;404,91
5.2.6;C0132;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:3:7;;;M3;;385,08
5.2.7;C0181;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:3.5:2.5;;;M3;;441,81
5.2.8;C0118;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:4:2;;;M3;;441,99
5.2.9;C0119;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:4:4;;;M3;;405,17
5.2.10;C0120;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:4:6;;;M3;;385,28
5.2.11;C0121;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:4:8;;;M3;;369,70
5.2.12;C0122;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:5:3;;;M3;;405,42
5.2.13;C0128;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:5:5;;;M3;;385,49
5.2.14;C0123;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:5:7;;;M3;;369,88
5.2.15;C0179;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:6:2;;;M3;;405,67
5.2.16;C0124;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:6:4;;;M3;;385,70
5.2.17;C0125;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:6:6;;;M3;;370,06
5.2.18;C0180;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:7:3;;;M3;;385,91
5.2.19;C0126;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:7:5;;;M3;;370,23
5.2.20;C0127;ARGAMASSA DE CIMENTO ARENOSO E AREIA S/PEN. TRAÇO 1:8:4;;;M3;;370,41
5.2.21;C0162;ARGAMASSA DE CIMENTO BRANCO E PÓ DE MÁRMORE TRAÇO 1:3;;;M3;;942,84
5.2.22;C0160;ARGAMASSA DE CIMENTO E AREIA FINA PENEIRADA E ADITIVO AGLUTINANTE ORGANO-SINTÉTICO NO TRAÇO 1:8;;;M3;;334,97
;;;;;;;
5.2.23;C0161;ARGAMASSA DE CIMENTO E AREIA MEDIA PENEIRADA E ADITIVO AGLUTINANTE ORGANO-SINTÉTICO NO TRAÇO 1:8;;;M3;;343,53
;;;;;;;
5.2.24;C0155;ARGAMASSA DE CIMENTO E AREIA PENEIRADA C/ IMPERMEABILIZANTE TRAÇO 1:1.5;;;M3;;1.064,53
;;;;;;;
5.2.25;C0154;ARGAMASSA DE CIMENTO E AREIA PENEIRADA C/ IMPERMEABILIZANTE TRAÇO 1:4;;;M3;;952,47
;;;;;;;
5.2.26;C0163;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:2;;;M3;;942,63
5.2.27;C0164;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:3;;;M3;;910,43
5.2.28;C0165;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:4;;;M3;;842,67
5.2.29;C4429;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:5;;;M3;;801,79
5.2.30;C4430;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:6;;;M3;;774,35
5.2.31;C3009;ARGAMASSA DE CIMENTO E AREIA PEN. TRAÇO 1:7;;;M3;;754,75
5.2.32;C0156;ARGAMASSA DE CIMENTO E AREIA S/PEN. C/IMPERMEAB. TRAÇO 1:2;;;M3;;713,57
5.2.33;C0157;ARGAMASSA DE CIMENTO E AREIA S/PEN. C/IMPERMEAB. TRAÇO 1:3;;;M3;;635,44
5.2.34;C0158;ARGAMASSA DE CIMENTO E AREIA S/PEN. C/IMPERMEAB. TRAÇO 1:4;;;M3;;567,68
5.2.35;C0159;ARGAMASSA DE CIMENTO E AREIA S/PEN. C/IMPERMEAB. TRAÇO 1:5;;;M3;;526,80
5.2.36;C0166;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:1;;;M3;;733,42
5.2.37;C0167;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:1.5;;;M3;;656,66
5.2.38;C0168;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:2;;;M3;;603,77
5.2.39;C0169;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:2.5;;;M3;;565,09
5.2.40;C0170;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:3;;;M3;;525,64
5.2.41;C0171;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:4;;;M3;;457,88
5.2.42;C0172;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:5;;;M3;;417,00
5.2.43;C0173;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:6;;;M3;;389,56
5.2.44;C0174;ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:7;;;M3;;369,96
5.2.45;C3323;ARGAMASSA DE CIMENTO E AREIA TRAÇO 1:3 COM AREIA PRODUZIDA;;;M3;;452,92
5.2.46;C3324;ARGAMASSA DE CIMENTO E AREIA TRAÇO 1:4 COM AREIA PRODUZIDA;;;M3;;385,16
5.2.47;C0175;ARGAMASSA DE CIMENTO E PEDRISCO TRAÇO 1:4;;;M3;;402,60
5.2.48;C3554;MUTIRÃO MISTO - ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:3;;;M3;;354,24
5.2.49;C3553;MUTIRÃO MISTO - ARGAMASSA DE CIMENTO E AREIA S/PEN. TRAÇO 1:6;;;M3;;218,16
5.3;ARGAMASSA MISTA;;;;;;4.957,97
5.3.1;C0185;ARGAMASSA MISTA DE CAL EM PASTA E AREIA S/PEN. TRAÇO 1:4  C/100 KG DE CIMENTO;;;M3;;508,01
;;;;;;;
5.3.2;C0189;ARGAMASSA MISTA DE CAL HIDR. E AREIA S/PEN. TRAÇO 1:3 C/100KG DE CIMENTO;;;M3;;576,78
;;;;;;;
5.3.3;C0192;ARGAMASSA MISTA DE CAL HIDR. E AREIA S/PEN. TRAÇO 1:4 C/100KG DE CIMENTO;;;M3;;509,68
;;;;;;;
5.3.4;C0194;ARGAMASSA MISTA DE CIMENTO CAL HIDR. E AREIA PEN.  TRAÇO 1:2:8;;;M3;;940,22
5.3.5;C0197;ARGAMASSA MISTA DE CIMENTO CAL HIDR. E AREIA S/PEN. TRAÇO 1:1:4;;;M3;;658,08
5.3.6;C0205;ARGAMASSA MISTA DE CIMENTO CAL HIDR. E AREIA S/PEN. TRAÇO 1:2:8;;;M3;;555,60
5.3.7;C0200;ARGAMASSA MISTA DE CIMENTO CAL HIDR. E AREIA S/PEN. TRAÇO 1:2:9;;;M3;;522,40
5.3.8;C1439;GROUT CIMENTO, CAL HIDR., AREIA E PEDRISCO  TRAÇO 1:0.1:3:2;;;M3;;687,20
5.4;ARGAMASSA INDUSTRIALIZADA;;;;;;21,03
5.4.1;C0210;ARGAMASSA PRÉ-FABRICADA P/REBOCO;;;M2;;4,52
5.4.2;C0211;ARGAMASSA PRÉ-FABRICADA P/REBOCO IMITAÇÃO TRAVERTINO;;;M2;;4,52
5.4.3;C0212;ARGAMASSA PRÉ-FABRICADA P/REBOCO TIPO MASSA RASPADA;;;M2;;11,28
5.4.4;C1848;PASTA DE CIMENTO COLANTE;;;KG;;0,71
6;FUNDAÇÕES E  ESTRUTURAS;;;;;;143.306,93
6.1;TUBULÕES A CÉU ABERTO;;;;;;14.805,17
6.1.1;C0825;CONCRETAGEM DE BASE DE TUBULÃO À CÉU ABERTO;;;M3;;1.778,99
6.1.2;C0826;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   À CÉU ABERTO  D=1,20m;;;M;;2.485,06
6.1.3;C0827;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   À CÉU ABERTO  D=1,40m;;;M;;2.978,43
6.1.4;C0828;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   À CÉU ABERTO  D=1,60m;;;M;;3.478,98
6.1.5;C2636;TUBULÃO - CEU ABERTO - C/CONCRETO FCK 13.5 MPa;;;M3;;546,18
6.1.6;C2637;TUBULÃO - CEU ABERTO - C/CONCRETO FCK 13.5 MPa C/RACHÃO;;;M3;;500,34
6.1.7;C2638;TUBULÃO - CEU ABERTO - C/CONCRETO FCK 15 MPa;;;M3;;552,27
6.1.8;C2634;TUBULAO - CEU ABERTO - C/CONCRETO FCK 15 MPa C/RACHÃO;;;M3;;505,43
6.1.9;C2639;TUBULÃO - CEU ABERTO - C/CONCRETO FCK 18 MPa;;;M3;;564,40
6.1.10;C2635;TUBULAO - CEU ABERTO - C/CONCRETO FCK 18 MPa  C/RACHÃO;;;M3;;515,02
6.1.11;C2641;TUBULÃO - CEU ABERTO - C/CONCRETO USINADO FCK 15 MPa;;;M3;;443,84
6.1.12;C2642;TUBULÃO - CEU ABERTO - C/CONCRETO USINADO FCK 20 MPa;;;M3;;456,23
6.2;TUBULÕES A AR COMPRIMIDO;;;;;;28.045,35
6.2.1;C3148;CONCRETAGEM DE BASES TUBULÃO AR COMPRIMIDO ATE 12m;;;M3;;2.104,06
6.2.2;C3147;CONCRETAGEM DE BASES TUBULÃO AR COMPRIMIDO 12/18m;;;M3;;2.184,68
6.2.3;C3149;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,20m  ATÉ 12m;;;M;;2.838,32
;;;;;;;
6.2.4;C3150;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,20m  DE 12/18m;;;M;;2.914,65
;;;;;;;
6.2.5;C3151;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,40m  ATÉ 12m;;;M;;3.422,05
;;;;;;;
6.2.6;C3152;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,40m  DE 12/18m;;;M;;3.531,68
;;;;;;;
6.2.7;C3153;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,60m  ATÉ 12m;;;M;;3.967,79
;;;;;;;
6.2.8;C3154;CONCRETAGEM DE TUBULÃO (CAMISA/ENCHIM.)   AR COMP. D=1,60m DE 12/18m;;;M;;4.189,87
;;;;;;;
6.2.9;C0963;CRAVAÇÃO DE CAMISA METÁLICA P/ TUBULÃO, INCLUSIVE ESCAVAÇÃO MECÂNICA;;;M;;1.845,18
;;;;;;;
6.2.10;C2643;TUBULÃO SOB AR COMPRIMIDO - C/CONCRETO FCK 15 MPa;;;M3;;1.047,07
6.3;ESTACAS;;;;;;3.854,66
6.3.1;C5046;CORTE OXI-ACETILENO EM CHAPA DE AÇO  6,3MM;;;M;;1,37
6.3.2;C5047;CORTE OXI-ACETILENO EM CHAPA DE AÇO  8,0MM;;;M;;1,57
6.3.3;C5048;CORTE OXI-ACETILENO EM CHAPA DE AÇO  9,5MM;;;M;;1,80
6.3.4;C5049;CORTE OXI-ACETILENO EM CHAPA DE AÇO 12,5MM;;;M;;2,44
6.3.5;C0938;"CORTE PERFIL METÁLICO ' I ' DE 10""X4""X5/8""  P/EMPREITADA";;;UN;;32,15
6.3.6;C0939;"CORTE PERFIL METÁLICO ' I '  DE 12""X5""X1/4"" P/EMPREITADA";;;UN;;38,57
6.3.7;C0936;"CORTE PERFIL METÁLICO DUPLO I DE 10""X4""X5/8"" P/EMPREITADA";;;UN;;58,75
6.3.8;C0937;"CORTE PERFIL METÁLICO DUPLO ' I '  DE 12""X5""X1/4"" P/EMPREITADA";;;UN;;70,23
6.3.9;C1292;ESTACA DE MADEIRA CONDIÇÕES FAVORÁVEIS D= 22cm P/6 A 8T;;;M;;66,47
6.3.10;C1293;ESTACA DE MADEIRA CONDIÇÕES FAVORÁVEIS D= 25cm P/8 A 10T;;;M;;86,47
6.3.11;C1290;ESTACA DE MADEIRA CONDIÇÕES POUCO FAVORÁVEIS D= 22cm P/6 A 8T;;;M;;85,68
6.3.12;C1291;ESTACA DE MADEIRA CONDIÇÕES POUCO FAVORÁVEIS D= 25cm P/8 A 10T;;;M;;105,69
6.3.13;C4690;ESTACA RAIZ DIÂMETRO 160mm - ATÉ 30 Tf;;;M;;180,36
6.3.14;C4691;ESTACA RAIZ DIÂMETRO 200mm - ATÉ 40 Tf;;;M;;220,01
6.3.15;C4692;ESTACA RAIZ DIÂMETRO 250mm - ATÉ 60 Tf;;;M;;271,90
6.3.16;C4693;ESTACA RAIZ DIÂMETRO 310mm - ATÉ 90 Tf;;;M;;299,87
6.3.17;C4697;ESTACA RAIZ DIÂMETRO 350mm - ATÉ 110 Tf;;;M;;329,09
6.3.18;C4694;ESTACA RAIZ DIÂMETRO 410mm - ATÉ 125 Tf;;;M;;445,86
6.3.19;C4695;ESTACA RAIZ DIÂMETRO 450mm - ATÉ 145 Tf;;;M;;511,87
6.3.20;C4696;ESTACA RAIZ DIÂMETRO 450mm - ATÉ 169 Tf;;;M;;550,48
6.3.21;C4698;"PERFIL METÁLICO ""I"" OU ""H"" COM CRAVAÇÃO EMPREITADA";;;KG;;10,55
6.3.22;C4699;"SOLDA DE TOPO EM PERFIL ""I"" OU ""H""";;;UN;;190,38
6.3.23;C2282;SOLDA LONGITUDINAL EM PERFIL METÁLICO P/EMPREITADA;;;M;;26,72
6.3.24;C5042;SOLDA OXI-ACETILENO EM CHAPA DE AÇO  6,3MM ;;;M;;26,48
6.3.25;C5043;SOLDA OXI-ACETILENO EM CHAPA DE AÇO  8,0MM;;;M;;46,68
6.3.26;C5044;SOLDA OXI-ACETILENO EM CHAPA DE AÇO  9,5MM;;;M;;69,54
6.3.27;C5045;SOLDA OXI-ACETILENO EM CHAPA DE AÇO 12,5MM;;;M;;123,68
6.4;EMBASAMENTOS E BALDRAMES;;;;;;3.856,13
6.4.1;C0054;ALVENARIA DE EMBASAMENTO DE PEDRA ARGAMASSADA;;;M3;;451,89
6.4.2;C0055;ALVENARIA DE EMBASAMENTO DE TIJOLO COMUM, C/ARGAMASSA MISTA C/ CAL HIDRATADA;;;M3;;896,04
;;;;;;;
6.4.3;C0056;ALVENARIA DE EMBASAMENTO DE TIJOLO FURADO, C/ ARGAMASSA MISTA C/ CAL HIDRATADA (1:2:8);;;M3;;581,50
;;;;;;;
6.4.4;C4592;ALVENARIA DE EMBASAMENTO EM TIJOLO CERÂMICO FURADO C/ ARGAMASSA CIMENTO E AREIA 1:4;;;M3;;651,80
;;;;;;;
6.4.5;C0089;ANEL DE IMPERMEABILIZAÇÃO C/ARMAÇÃO EM FERRO;;;M3;;730,76
6.4.6;C0471;BROCA D= 20cm COM CONCRETO FCK=13.5MPa, MAIS VIGA BALDRAME 20X20cm E UMA FIADA DE BLOCO DE CONCRETO 14X19X39cm;;;M;;120,33
;;;;;;;
6.4.7;C3604;MUTIRÃO MISTO - ALVENARIA DE EMBASAMENTO C/TIJ. FURADO, C/ ARG. MISTA C/CAL HIDRATADA;;;M3;;423,81
;;;;;;;
6.5;FORMAS;;;;;;5.748,87
6.5.1;C4713;CONFECÇÃO DE FORMA ACRÍLICA 5MM P/ LOGOMARCAS EM PREMOLDADOS DE CONCRETO (ABRIGO PARADA DE ÔNIBUS), PARA UTIL. 40 X;;;M2;;961,89
;;;;;;;
6.5.2;C4710;CONFECÇÃO DE FORMA METÁLICA P/ PEÇAS PREMOLDADAS DE CONCRETO (ABRIGO PARADA DE ÔNIBUS), PARA UTIL. 15 X;;;M2;;926,93
;;;;;;;
6.5.3;C2822;FORMA CURVA CHAPA COMPENSADA PLASTIFICADA, ESP.= 12mm;;;M2;;233,04
6.5.4;C3990;FORMA CURVA CHAPA COMPENSADA PLASTIFICADA, ESP.= 18mm;;;M2;;237,25
6.5.5;C2823;FORMA CURVA CHAPA COMPENSADA RESINADA, ESP.=  6mm;;;M2;;207,10
6.5.6;C2824;FORMA CURVA CHAPA COMPENSADA RESINADA, ESP.= 10mm ;;;M2;;210,58
6.5.7;C2825;FORMA CURVA CHAPA COMPENSADA RESINADA, ESP.= 12mm;;;M2;;213,19
6.5.8;C3981;FORMA DE PAPELÃO RESINADO TIPO ESTRUTUBOS D=1,20 M  (FORNECIMENTO/MONTAGEM/DESMONTAGEM);;;M;;172,82
;;;;;;;
6.5.9;C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";;;M2;;71,73
6.5.10;C1401;"FORMA DE TÁBUAS DE 1"" DE 3A. P/SUPERESTRUTURA - UTIL. 2 X";;;M2;;140,22
6.5.11;C4158;FORMA METÁLICA P/ PILAR;;;M2;;163,64
6.5.12;C4282;"FORMA P/ CONCRETO ""IN LOCO"" (APLICAÇÃO)";;;M2;;78,12
6.5.13;C4281;"FORMA P/ CONCRETO ""IN LOCO"" (FABRICAÇÃO)";;;M2;;166,97
6.5.14;C1404;CONFECÇÃO DE FORMA  P/ PEÇAS PRÉ-MOLDADAS DE CONCRETO PROTENDIDO, REVESTIDAS C/CHAPA METÁLICA.UTIL(10 A 15X);;;M2;;573,70
;;;;;;;
6.5.15;C1403;FORMA P/ PEÇAS PRÉ-MOLDADAS DE CONCRETO PROTENDIDO, REVESTIDAS C/CHAPA COMPENSADA PLASTIFICADA (12X);;;M2;;523,61
;;;;;;;
6.5.16;C4301;"FORMA PARA CONCRETO ""IN LOCO"", INCLUSIVE DESFORMA";;;M2;;121,96
6.5.17;C4302;FORMA PARA CONCRETO PRÉ-MOLDADO, INCLUSIVE DESFORMA;;;M2;;47,32
6.5.18;C1399;FORMA PLANA CHAPA COMPENSADA PLASTIFICADA, ESP.= 12mm UTIL. 5X;;;M2;;101,66
6.5.19;C3991;FORMA PLANA CHAPA COMPENSADA PLASTIFICADA, ESP.= 18mm UTIL. 5X;;;M2;;105,14
6.5.20;C1402;FORMA PLANA CHAPA COMPENSADA RESINADA, ESP.= 10mm P/GALERIA  E BUEIROS CAPEADOS;;;M2;;63,67
;;;;;;;
6.5.21;C2827;FORMA PLANA CHAPA COMPENSADA RESINADA, ESP.= 10mm UTIL. 3X;;;M2;;119,34
6.5.22;C1405;FORMA PLANA CHAPA COMPENSADA RESINADA, ESP.= 12mm UTIL. 3 X;;;M2;;122,15
6.5.23;C4711;MONTAGEM DE FORMA METÁLICA P/ CONCRETO PREMOLDADO (ABRIGO PARADA DE ÔNIBUS), INCL. DESFORMA;;;M2;;79,16
;;;;;;;
6.5.24;C1799;MONTAGEM, DESMONTAGEM E REPAROS EM FORMAS P/PRE-MOLDADOS;;;M2;;83,60
6.5.25;C4759;"MONTAGEM E DESMONTAGEM DAS FORMAS/ESCORAMENTOS ESPECIAIS P/ LAJE NERVURADA INCLUSIVE DESMOLDANTE                                        
";;;M2;;24,08
;;;;;;;
6.6;ARMADURAS;;;;;;18.694,25
