C0076;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=10 cm;M2;1,8720;127,1060;237,9424
;;;;;
C0218;ARMADURA CA-60 MÉDIA D= 6,4 A 9,5mm;KG;2,0874;13,0670;27,2761
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,0538;386,3766;20,7871
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,0343;406,5828;13,9458
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,1960;71,7300;14,0591
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;1,8400;24,4798;45,0427
;;;;;
;;;;Total:;359,0532
;;;Total Simples:;;362,76
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;362,76
C0647 - CAIXA INSPEÇÃO EM ANÉIS D=800mm, P/REDE CONDOMI.0,80<h<1,00m - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;0,5000;23,1700;11,5850
I2543;SERVENTE;H;0,5000;17,1400;8,5700
;;;;Total:;20,1550
MATERIAIS;;;;;
I0085;ANEL PRE-MOLDADO DE CONCRETO, D=0.80M, h = 1.00M;UN;1,0000;127,6500;127,6500
;;;;Total:;127,6500
SERVIÇOS;;;;;
C0218;ARMADURA CA-60 MÉDIA D= 6,4 A 9,5mm;KG;1,8119;13,0670;23,6761
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,1847;386,3766;71,3638
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,0645;406,5828;26,2246
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,2100;71,7300;15,0633
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;0,0075;24,4798;0,1836
;;;;;
;;;;Total:;136,5114
;;;Total Simples:;;284,32
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;284,32
C0648 - CAIXA INSPEÇÃO NO PASSEIO C/TUBO PVC D=300mm TAMPA FoFo/CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;0,5000;23,1700;11,5850
I2543;SERVENTE;H;0,5000;17,1400;8,5700
;;;;Total:;20,1550
MATERIAIS;;;;;
I0434;CAIXA PRE-MOLDADA PARA LIGAÇÃO ESGOTO C/ ALMOFADA;UN;1,0000;74,7100;74,7100
I2432;TAMPÃO FoFo/CONCRETO PARA LIGAÇÃO ESGOTO;UN;1,0000;450,0000;450,0000
I2460;TUBO PVC RÍGIDO LEVES DN 300;M;0,8000;75,8400;60,6720
I2461;TUBO PVC RÍGIDO VINILFORT JE DN 100 (NBR-7362);M;1,0000;29,8300;29,8300
;;;;Total:;615,2120
SERVIÇOS;;;;;
C0216;ARMADURA CA-50A MÉDIA D= 6,3 A 10,0mm;KG;1,7100;14,4700;24,7437
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,0080;386,3766;3,0910
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,0398;406,5828;16,1820
;;;;Total:;44,0167
;;;Total Simples:;;679,38
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;679,38
C0630 - CAIXA DE PASSAGEM COM TAMPA PARAFUSADA 500X500X150mm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;2,0000;18,6300;37,2600
I2312;ELETRICISTA;H;2,0000;23,1700;46,3400
;;;;Total:;83,6000
MATERIAIS;;;;;
I0432;CAIXA PASSAG. CHAPA C/TAMPA PARAF. 500X500X150MM;UN;1,0000;124,2200;124,2200
;;;;Total:;124,2200
;;;Total Simples:;;207,82
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;207,82
C0631 - CAIXA EM ALVENARIA (40X40X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,1150;18,6300;2,1425
I0041;AJUDANTE DE CARPINTEIRO;H;0,6050;18,6300;11,2712
I0121;ARMADOR/FERREIRO;H;0,1150;23,1700;2,6646
I0498;CARPINTEIRO;H;0,6050;23,1700;14,0179
I2391;PEDREIRO;H;2,8350;23,1700;65,6870
I2543;SERVENTE;H;4,7680;17,1400;81,7235
;;;;Total:;177,5064
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0220;10,0500;0,2211
I0109;AREIA MEDIA;M3;0,0800;67,5000;5,4000
I0169;AÇO CA-60;KG;1,3170;8,2800;10,9048
I0280;BRITA;M3;0,0536;76,1900;4,0838
I0441;CAL HIDRATADA;KG;6,0000;1,1000;6,6000
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,1000;30,3300;3,0330
I0805;CIMENTO PORTLAND;KG;18,0000;0,5600;10,0800
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0300;10,0100;0,3003
I2082;TIJOLO MACIÇO COMUM;UN;101,0000;0,5800;58,5800
;;;;Total:;99,2030
;;;Total Simples:;;276,71
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;276,71
C0636 - CAIXA DE PASSAGEM EM ALVENARIA - 1/2 TIJOLO COMUM - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;2,3000;23,1700;53,2910
I2543;SERVENTE;H;2,8000;17,1400;47,9920
;;;;Total:;101,2830
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0610;67,5000;4,1175
I0441;CAL HIDRATADA;KG;5,0000;1,1000;5,5000
I0805;CIMENTO PORTLAND;KG;11,8400;0,5600;6,6304
I2082;TIJOLO MACIÇO COMUM;UN;84,0000;0,5800;48,7200
;;;;Total:;64,9679
;;;Total Simples:;;166,25
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;166,25
C0637 - CAIXA DE PITOMETRIA (1.30 X 1.30)m - UN;;;;;
SERVIÇOS;;Unidade;Coeficiente;Preço;Total
C0076;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=10 cm;M2;8,7400;127,1060;1.110,9064
;;;;;
C0216;ARMADURA CA-50A MÉDIA D= 6,3 A 10,0mm;KG;24,0200;14,4700;347,5694
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,2028;406,5828;82,4550
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,6360;71,7300;45,6203
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;4,8000;24,4798;117,5028
;;;;;
C2784;ESCAVAÇÃO MANUAL SOLO DE 1A.CAT. PROF. ATÉ 1.50m;M3;4,4000;45,4210;199,8524
C2861;LASTRO DE AREIA EXTRAIDA (S/ TRANSPORTE);M3;0,1400;26,9409;3,7717
C2921;REATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MATERIAL DA VALA;M3;0,6600;29,1380;19,2311
;;;;;
;;;;Total:;1.926,9091
;;;Total Simples:;;1.926,91
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;1.926,91
C0638 - CAIXA DE PITOMETRIA (1.50 X 1.50)m - UN;;;;;
SERVIÇOS;;Unidade;Coeficiente;Preço;Total
C0077;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=20 cm;M2;6,0000;224,6568;1.347,9405
;;;;;
C0216;ARMADURA CA-50A MÉDIA D= 6,3 A 10,0mm;KG;31,6800;14,4700;458,4096
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,4500;386,3766;173,8695
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,3370;406,5828;137,0184
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,6360;71,7300;45,6203
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;4,8000;24,4798;117,5028
;;;;;
C2784;ESCAVAÇÃO MANUAL SOLO DE 1A.CAT. PROF. ATÉ 1.50m;M3;5,5000;45,4210;249,8155
C2861;LASTRO DE AREIA EXTRAIDA (S/ TRANSPORTE);M3;0,1400;26,9409;3,7717
C2921;REATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MATERIAL DA VALA;M3;1,2000;29,1380;34,9656
;;;;;
;;;;Total:;2.568,9139
;;;Total Simples:;;2.568,91
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;2.568,91
C0639 - CAIXA EM ALVENARIA 1 VEZ, S/TAMPA, CINTA ARM., FUNDO CONC. (4.80 X 1.50)m - UN;;;;;
SERVIÇOS;;Unidade;Coeficiente;Preço;Total
C0077;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=20 cm;M2;17,0000;224,6568;3.819,1648
;;;;;
C0218;ARMADURA CA-60 MÉDIA D= 6,4 A 9,5mm;KG;14,0000;13,0670;182,9380
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;1,1000;386,3766;425,0142
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,4000;406,5828;162,6331
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;4,0000;71,7300;286,9200
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;20,1600;24,4798;493,5118
;;;;;
C2784;ESCAVAÇÃO MANUAL SOLO DE 1A.CAT. PROF. ATÉ 1.50m;M3;13,6000;45,4210;617,7256
C2920;REATERRO C/COMPACTAÇÃO MECÂNICA, E CONTROLE, MATERIAL DA VALA;M3;1,7500;24,3661;42,6407
;;;;;
;;;;Total:;6.030,5481
;;;Total Simples:;;6.030,55
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;6.030,55
C0632 - CAIXA EM ALVENARIA (60X60X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,2250;18,6300;4,1918
I0041;AJUDANTE DE CARPINTEIRO;H;1,1850;18,6300;22,0766
I0121;ARMADOR/FERREIRO;H;0,2250;23,1700;5,2133
I0498;CARPINTEIRO;H;1,1850;23,1700;27,4565
I2391;PEDREIRO;H;4,1100;23,1700;95,2287
I2543;SERVENTE;H;7,2340;17,1400;123,9908
;;;;Total:;278,1577
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0440;10,0500;0,4422
I0109;AREIA MEDIA;M3;0,1178;67,5000;7,9515
I0169;AÇO CA-60;KG;2,5820;8,2800;21,3790
I0280;BRITA;M3;0,0980;76,1900;7,4666
I0441;CAL HIDRATADA;KG;7,6440;1,1000;8,4084
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,2000;30,3300;6,0660
I0805;CIMENTO PORTLAND;KG;28,0000;0,5600;15,6800
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0590;10,0100;0,5906
I2082;TIJOLO MACIÇO COMUM;UN;141,0000;0,5800;81,7800
;;;;Total:;149,7643
;;;Total Simples:;;427,92
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;427,92
C0633 - CAIXA EM ALVENARIA (80X80X60cm) DE 1 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,4130;18,6300;7,6942
I0041;AJUDANTE DE CARPINTEIRO;H;1,9600;18,6300;36,5148
I0121;ARMADOR/FERREIRO;H;0,4130;23,1700;9,5692
I0498;CARPINTEIRO;H;1,9600;23,1700;45,4132
I2391;PEDREIRO;H;7,9230;23,1700;183,5759
I2543;SERVENTE;H;13,6810;17,1400;234,4923
;;;;Total:;517,2596
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0720;10,0500;0,7236
I0109;AREIA MEDIA;M3;0,2717;67,5000;18,3398
I0169;AÇO CA-60;KG;4,2680;8,2800;35,3390
I0280;BRITA;M3;0,2044;76,1900;15,5732
I0441;CAL HIDRATADA;KG;24,8880;1,1000;27,3768
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,3240;30,3300;9,8269
I0805;CIMENTO PORTLAND;KG;59,0000;0,5600;33,0400
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0970;10,0100;0,9710
I2082;TIJOLO MACIÇO COMUM;UN;382,0000;0,5800;221,5600
;;;;Total:;362,7502
;;;Total Simples:;;880,01
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;880,01
C0634 - CAIXA EM ALVENARIA (80X80X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,4130;18,6300;7,6942
I0041;AJUDANTE DE CARPINTEIRO;H;1,9600;18,6300;36,5148
I0121;ARMADOR/FERREIRO;H;0,4130;23,1700;9,5692
I0498;CARPINTEIRO;H;1,9600;23,1700;45,4132
I2391;PEDREIRO;H;5,2110;23,1700;120,7389
I2543;SERVENTE;H;9,4210;17,1400;161,4759
;;;;Total:;381,4062
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0720;10,0500;0,7236
I0109;AREIA MEDIA;M3;0,1634;67,5000;11,0295
I0169;AÇO CA-60;KG;4,2680;8,2800;35,3390
I0280;BRITA;M3;0,1522;76,1900;11,5961
I0441;CAL HIDRATADA;KG;10,0000;1,1000;11,0000
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,3240;30,3300;9,8269
I0805;CIMENTO PORTLAND;KG;39,0000;0,5600;21,8400
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0970;10,0100;0,9710
I2082;TIJOLO MACIÇO COMUM;UN;181,0000;0,5800;104,9800
;;;;Total:;207,3061
;;;Total Simples:;;588,71
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;588,71
C0635 - CAIXA DE PASSAGEM EM ALVENARIA - 1 TIJOLO COMUM - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;3,2000;23,1700;74,1440
I2543;SERVENTE;H;4,0200;17,1400;68,9028
;;;;Total:;143,0468
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0990;67,5000;6,6825
I0441;CAL HIDRATADA;KG;10,0000;1,1000;11,0000
I0805;CIMENTO PORTLAND;KG;18,0000;0,5600;10,0800
I2082;TIJOLO MACIÇO COMUM;UN;159,0000;0,5800;92,2200
;;;;Total:;119,9825
;;;Total Simples:;;263,03
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;263,03
C0620 - CAIXA DE LIGAÇÃO C/TOMADA UNIVERSAL E TOMADA TEL.240X180MM - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;2,0000;18,6300;37,2600
I2312;ELETRICISTA;H;2,0000;23,1700;46,3400
;;;;Total:;83,6000
MATERIAIS;;;;;
I0422;CAIXA LIGAÇÃO 240X180MM;UN;1,0000;20,5800;20,5800
I1903;SUPORTE P/APAR. C/2 TOMADAS UNIV. E 2 TELEF.;UN;1,0000;40,0000;40,0000
;;;;Total:;60,5800
;;;Total Simples:;;144,18
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;144,18
C0627 - CAIXA DE PASSAGEM COM TAMPA PARAFUSADA 150X150X80mm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;0,7000;18,6300;13,0410
I2312;ELETRICISTA;H;0,7000;23,1700;16,2190
;;;;Total:;29,2600
MATERIAIS;;;;;
I0429;CAIXA PASSAG. CHAPA C/TAMPA PARAF. 150X150X800MM;UN;1,0000;18,4300;18,4300
;;;;Total:;18,4300
;;;Total Simples:;;47,69
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;47,69
C0628 - CAIXA DE PASSAGEM COM TAMPA PARAFUSADA 200X200X100mm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;1,2500;18,6300;23,2875
I2312;ELETRICISTA;H;1,2500;23,1700;28,9625
;;;;Total:;52,2500
MATERIAIS;;;;;
I0430;CAIXA PASSAG. CHAPA C/TAMPA PARAF. 200X200X100MM;UN;1,0000;26,2900;26,2900
;;;;Total:;26,2900
;;;Total Simples:;;78,54
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;78,54
C0625 - CAIXA EM ALVENARIA (60X60X60cm) DE 1 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,2250;18,6300;4,1918
I0041;AJUDANTE DE CARPINTEIRO;H;1,1850;18,6300;22,0766
I0121;ARMADOR/FERREIRO;H;0,2250;23,1700;5,2133
I0498;CARPINTEIRO;H;1,1850;23,1700;27,4565
I2391;PEDREIRO;H;6,2910;23,1700;145,7625
I2543;SERVENTE;H;11,4510;17,1400;196,2701
;;;;Total:;400,9708
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0440;10,0500;0,4422
I0109;AREIA MEDIA;M3;0,2074;67,5000;13,9995
I0169;AÇO CA-60;KG;2,5820;8,2800;21,3790
I0280;BRITA;M3;0,1402;76,1900;10,6818
I0441;CAL HIDRATADA;KG;20,0000;1,1000;22,0000
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,2000;30,3300;6,0660
I0805;CIMENTO PORTLAND;KG;42,0000;0,5600;23,5200
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0590;10,0100;0,5906
I2082;TIJOLO MACIÇO COMUM;UN;305,0000;0,5800;176,9000
;;;;Total:;275,5791
;;;Total Simples:;;676,55
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;676,55
C0626 - CAIXA DE PASSAGEM COM TAMPA PARAFUSADA 100X100X80mm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;0,4000;18,6300;7,4520
I2312;ELETRICISTA;H;0,4000;23,1700;9,2680
;;;;Total:;16,7200
MATERIAIS;;;;;
I0428;CAIXA PASSAG. CHAPA C/TAMPA PARAF. 100X100X80MM;UN;1,0000;10,2100;10,2100
;;;;Total:;10,2100
;;;Total Simples:;;26,93
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;26,93
C0623 - CAIXA DE MACROMEDIDOR (2.10 X 2.10)m - UN;;;;;
SERVIÇOS;;Unidade;Coeficiente;Preço;Total
C0077;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=20 cm;M2;14,8000;224,6568;3.324,9199
;;;;;
C0216;ARMADURA CA-50A MÉDIA D= 6,3 A 10,0mm;KG;60,9840;14,4700;882,4385
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,5760;386,3766;222,5529
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,6615;406,5828;268,9545
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,6380;71,7300;45,7637
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;12,8000;24,4798;313,3408
;;;;;
C2784;ESCAVAÇÃO MANUAL SOLO DE 1A.CAT. PROF. ATÉ 1.50m;M3;15,0600;45,4210;684,0403
C2861;LASTRO DE AREIA EXTRAIDA (S/ TRANSPORTE);M3;0,3920;26,9409;10,5608
C2921;REATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MATERIAL DA VALA;M3;2,4800;29,1380;72,2622
;;;;;
;;;;Total:;5.824,8336
;;;Total Simples:;;5.824,83
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;5.824,83
C0624 - CAIXA EM ALVENARIA (40X40X60cm) DE 1 TIJOLO COMUM, LASTRO DE BRITA E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,1150;18,6300;2,1425
I0041;AJUDANTE DE CARPINTEIRO;H;0,6050;18,6300;11,2712
I0121;ARMADOR/FERREIRO;H;0,1150;23,1700;2,6646
I0498;CARPINTEIRO;H;0,6050;23,1700;14,0179
I2391;PEDREIRO;H;4,6830;23,1700;108,5051
I2543;SERVENTE;H;8,1270;17,1400;139,2968
;;;;Total:;277,8979
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0220;10,0500;0,2211
I0109;AREIA MEDIA;M3;0,1518;67,5000;10,2465
I0169;AÇO CA-60;KG;1,3170;8,2800;10,9048
I0280;BRITA;M3;0,0880;76,1900;6,7047
I0441;CAL HIDRATADA;KG;15,0000;1,1000;16,5000
I0529;CHAPA COMPENSADO RESINADO 12MM (1.10 X 2.20M);M2;0,1000;30,3300;3,0330
I0805;CIMENTO PORTLAND;KG;30,0000;0,5600;16,8000
I1916;"TABUA DE 1"" DE 3A. - L = 30cm";M;0,0300;10,0100;0,3003
I2082;TIJOLO MACIÇO COMUM;UN;229,0000;0,5800;132,8200
;;;;Total:;197,5304
;;;Total Simples:;;475,43
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;475,43
"C0621 - CAIXA DE LIGAÇÃO EM CHAPA AÇO ESTAMPADA, 3""X3"", 4""X2"",4""X4"" - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;0,1500;18,6300;2,7945
I2312;ELETRICISTA;H;0,1500;23,1700;3,4755
;;;;Total:;6,2700
MATERIAIS;;;;;
I0419;"CAIXA ESTAMPADA 3""X3"", 4''X2'', 4""X4"" - CHAPA 18";UN;1,0000;1,7600;1,7600
;;;;Total:;1,7600
;;;Total Simples:;;8,03
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;8,03
"C0622 - CAIXA DE LIGAÇÃO PLÁSTICA DE SOBREPOR, SISTEMA ""X"" - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;0,2500;18,6300;4,6575
I2312;ELETRICISTA;H;0,2500;23,1700;5,7925
;;;;Total:;10,4500
MATERIAIS;;;;;
I0417;"CAIXA DE LIGAÇÃO PLASTICA, DE SOBREPOR SISTEMA ""X""";UN;1,0000;5,1800;5,1800
;;;;Total:;5,1800
;;;Total Simples:;;15,63
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;15,63
C0629 - CAIXA DE PASSAGEM COM TAMPA PARAFUSADA 400X400X150mm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0042;AJUDANTE DE ELETRICISTA;H;2,0000;18,6300;37,2600
I2312;ELETRICISTA;H;2,0000;23,1700;46,3400
;;;;Total:;83,6000
MATERIAIS;;;;;
I0431;CAIXA PASSAG. CHAPA C/TAMPA PARAF. 400X400X150MM;UN;1,0000;83,0500;83,0500
;;;;Total:;83,0500
;;;Total Simples:;;166,65
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;166,65
C0611 - CAIXA DE INSPEÇÃO EM ALVENARIA P/LIGAÇÃO CONDOMINIAL, DI= (40X40)cm - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;0,1600;23,1700;3,7072
;;;;Total:;3,7072
SERVIÇOS;;;;;
C0076;ALVENARIA DE TIJOLO COMUM C/ARGAMASSA MISTA DE CAL HIDRATADA 1:2:8   ESP=10 cm;M2;0,8000;127,1060;101,6848
;;;;;
C0218;ARMADURA CA-60 MÉDIA D= 6,4 A 9,5mm;KG;0,7800;13,0670;10,1923
C0838;CONCRETO P/VIBR., FCK 10 MPa COM AGREGADO ADQUIRIDO;M3;0,0483;386,3766;18,6620
C0840;CONCRETO P/VIBR., FCK 15 MPa COM AGREGADO ADQUIRIDO;M3;0,0252;406,5828;10,2459
C1400;"FORMA DE TÁBUAS DE 1"" DE 3A. P/FUNDAÇÕES UTIL. 5 X";M2;0,1680;71,7300;12,0506
C2123;REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE;M2;0,9600;24,4798;23,5006
;;;;;
;;;;Total:;176,3362
;;;Total Simples:;;180,04
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;180,04
C0610 - CAIXA EM ALVENARIA (40X40X60cm) DE 1 TIJOLO COMUM, LASTRO DE CONCRETO E TAMPA DE CONCRETO - UN;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,1150;18,6300;2,1425
I0041;AJUDANTE DE CARPINTEIRO;H;0,6050;18,6300;11,2712
I0121;ARMADOR/FERREIRO;H;0,1150;23,1700;2,6646
I0498;CARPINTEIRO;H;0,6050;23,1700;14,0179
I2391;PEDREIRO;H;4,8110;23,1700;111,4709
I2543;SERVENTE;H;9,0870;17,1400;155,7512
;;;;Total:;297,3181
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0220;10,0500;0,2211
I0109;AREIA MEDIA;M3;0,1950;67,5000;13,1625
